"","LCSA","CSAcostFirst_2014","CSApointChangeFirst","CSAcostFirst_2019","CSAstarterOverTotPP_2014","CSAstarterRatioPPchange","CSAstarterOverTotPP_2019","CSAstarterRatioDecade","CSApointcontributionFromExternal_14","CSApointChangeExternal","CSApointcontributionFromExternal_19","CSApointcontributionFromExternal","CSApointcontributionFromForeign_14","CSApointChangeForeign","CSApointcontributionFromForeign_19","CSApointcontributionFromForeign","csaHISPmalePRIMEprev_14","csaPOINTchangeHISPprev","csaHISPmalePRIMEprev_19","csaFERTfemalePREV_14","csaPOINTchangeFERTfemale","csaFERTfemalePREV_19","csaWHITEmaleEARN_14","csaPOINTchangeWHITEmaleEARN","csaWHITEmaleEARN_19","csa65plusPREV_14","csaPOINTchange65plusPREV","csa65plusPREV_19","csaBLACKyouthPREV_14","csaPOINTchangeBLACKyouthPREV","csaBLACKyouthPREV_19","csaASIANyouthPREV_14","csaPOINTchangeASIANyouthPREV","csaASIANyouthPREV_19","csaOCCrmMOREthanONE_14","csaPOINTchangeOCCrmMOREthanONE","csaOCCrmMOREthanONE_19","csaDENSITY_2014","pointCHANGEcsaDENSITY","csaDENSITY_2019"
"1","Albany-Schenectady, NY CSA",22.9357567182258,-1.95233541187412,20.9834213063516,1.27185051235684,-0.0506992669225507,1.23040539460859,2.46666986252483,0.0767580933255465,-0.115135867380462,-0.0383777740549153,0.0384632479392246,0.396426949177433,0.064790130556025,0.461217079733458,0.858072324581947,4.35336524873578,1.31264678686654,5.66601203560232,21.904047864166,1.55275662625846,23.4568044904245,89.5443858567874,-1.71183549147268,87.8325503653147,15.4683485725459,2.35049279377245,17.8188413663183,8.42950553548105,-0.28681490727347,8.14269062820758,3.44077426691443,0.662755595126943,4.10352986204137,1.15187960253401,0.0324187499584445,1.18429835249245,7.48307987458224e-05,-8.07591875891906e-08,7.47500395582332e-05
"2","Albuquerque-Santa Fe-Las Vegas, NM CSA",23.2096635638239,-2.03209220981939,21.1775713540045,0.741453944227195,0.823562157822395,1.56483690108221,2.28541735375553,0.214400832531226,-0.444722697578228,-0.230321865047002,-0.0184155654809136,0.480319686495667,-0.0912166093989444,0.389103077096722,0.86383429046184,49.4422797274614,2.42802578587588,51.8703055133373,23.6430104108718,-0.427259479599151,23.2157509312727,74.8473147587321,-0.017221397301924,74.8300933614301,14.0824632504465,3.22326085529459,17.3057241057411,2.63796273528991,0.00622137942079259,2.6441841147107,1.55422540121769,0.227454734795538,1.78168013601323,2.97453646918195,-0.16467783937183,2.80985862981012,1.58623662037551e-05,1.86729679492204e-07,1.60490958832473e-05
"3","Altoona-Huntingdon, PA CSA",19.9566010061749,-0.613341445910795,19.3432595602641,0.974393548140893,-0.0870865161625118,0.887570245024703,1.85057138906001,-0.625510399110385,0.924572270501913,0.299061871391528,-0.341784995876032,0.170277830868938,-0.00116546311777668,0.169112367751162,0.343565126062886,1.94080400530113,0.274151572191462,2.2149555774926,21.0414333706607,2.05496042344907,23.0963937941098,94.7786696336327,0.0572204840983233,94.835890117731,18.2099873738836,2.13998829752612,20.3499756714098,1.71090774739953,-0.154207950967969,1.55669979643157,0.807139203092139,-0.382040412528135,0.425098790564004,0.947505830240983,-0.036106076957477,0.911399753283506,4.76018086712192e-05,-1.13918575590892e-06,4.64626229153103e-05
"4","Amarillo-Pampa-Borger, TX CSA",20.4008099931687,-0.373147467270403,20.0276625258983,2.38814946112333,-0.0703621473679659,2.33281373580385,4.65026990916002,-0.132152331993088,-1.16999856832345,-1.30215090031654,-1.43187950806912,0.458238211186034,-0.195537780487056,0.262700430698978,0.712534378081054,26.839626406961,3.44586003642021,30.2854864433812,24.9044381547081,-0.621577124806766,24.2828610299013,84.9089289249654,-0.483314852241975,84.4256140727234,12.7025241178803,1.33934592606544,14.0418700439457,5.92382567750592,-0.294306350877698,5.62951932662822,2.83280381757655,0.954281477023606,3.78708529460015,3.18496766237568,0.259843335410175,3.44481099778586,1.48170591934636e-05,2.76827649370251e-07,1.50938868428339e-05
"5","Appleton-Oshkosh-Neenah, WI CSA",21.0968766297366,-2.03610881036553,19.060767819371,1.93737220794859,0.601867268024329,2.54075945861747,4.41575224710674,-0.470211935374192,0.12911253630021,-0.341099399073983,-0.800906314648803,0.190905542053368,-0.0325467596673961,0.158358782385972,0.34503989754704,3.60683903451732,0.687429152143144,4.29426818666046,21.9463364742237,1.06756289963841,23.0138993738621,94.1780267461063,-0.798696677826143,93.3793300682801,13.0503659451863,1.90410887127222,14.9544748164585,1.72812304236062,0.879696031973185,2.6078190743338,3.60313654332188,0.49705630380294,4.10019284712482,1.36102878512281,-0.221125463554255,1.13990332156856,0.000110268330363509,2.49527382432188e-06,0.000112763604187831
"6","Asheville-Marion-Brevard, NC CSA",21.9186781432838,-1.24329391564076,20.6753842276431,2.39873293766019,1.2011015252507,3.61451142627214,5.89289108342331,1.41199790624437,-0.567340675646594,0.844657230597775,2.19307680173398,0.211306280408797,0.123647532840624,0.334953813249421,0.536745560069408,8.06079194954682,-0.0949665322009672,7.96582541734585,21.8375472216848,0.610233840508094,22.4477810621929,91.7034081034982,0.298414101369673,92.0018222048679,19.9844684187606,2.30834122465113,22.2928096434117,5.80249209596429,-0.214594062974964,5.58789803298933,1.26245774486101,-0.130103506526353,1.13235423833466,2.17053312057608,0.296472496829637,2.46700561740572,7.4635050791971e-05,3.51906214626413e-06,7.81541129382351e-05
"7","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CSA",24.49488027463,-2.81483672426457,21.6800435503654,2.3183836506533,2.5828060769376,4.97349907608842,7.18510884898598,0.235849472816026,0.265460865421678,0.501310338237704,0.721487300547469,0.541775164750507,0.0681484195704853,0.609923584320992,1.11569707028799,12.2839794131367,-0.00295191327544408,12.2810274998613,21.5316770777977,1.08397629300766,22.6156533708054,63.4190103695838,-2.90847518621221,60.5105351833716,10.3060508771401,1.97925932889713,12.2853102060372,33.507089267111,0.341309689940644,33.8483989570516,4.49086968430031,0.396180861587466,4.88705054588778,2.42929760874994,-0.218828398248573,2.21046921050137,0.000184429652282718,1.31279659449576e-05,0.000197557618227676
"8","Austin-Round Rock-Marble Falls, TX CSA",24.4631784848156,-1.69133941464831,22.7718390701673,5.17481514723826,3.49880611515945,8.71433091535514,13.2817315692639,2.2438858753502,-0.741552666035132,1.50233320931507,3.45335339837814,0.782627115035808,-0.0157499875209671,0.76687712751484,1.44735794818258,30.7658313222905,1.25020556094838,32.0160368832389,24.4368953698258,-1.01299248364439,23.4239028861814,80.7540670481352,-3.15143114318154,77.6026359049537,9.05846794473654,1.69216221179957,10.7506301565361,7.81491501309564,-0.552114316934852,7.26280069616078,4.48916241821964,0.637473678829623,5.12663609704926,3.92094689977196,-0.00924826136391399,3.91169863840805,0.000139124140671796,2.08837853987147e-05,0.000160007926070511
"9","Baton Rouge-Pierre Part, LA CSA",21.2153704990873,-1.42992235935419,19.7854481397331,3.37278055283821,0.797547447891508,4.2285717421968,7.43601846312589,0.596198459144415,-0.573022104644515,0.0231763544998999,0.607969622588284,0.309436069768108,-0.0595294189737325,0.249906650794375,0.553423252906701,4.76060289083302,0.0968270576022929,4.85742994843531,24.8023582365161,0.0716548051309829,24.8740130416471,64.8539391611334,-0.6879784448072,64.1659607163262,11.6169336794057,2.08580932729671,13.7027430067024,41.3805508601954,-1.72491686186126,39.6556339983342,1.76770041247986,-0.244676575570326,1.52302383690953,2.67050363450933,-0.233795491729507,2.43670814277982,7.41132741811134e-05,1.44542712433522e-06,7.55587013054487e-05
"10","Bend-Prineville, OR CSA",26.540213007822,-3.22632124143516,23.3138917663869,4.63356870312706,4.17332471755844,8.81847508215502,13.0654124835439,0.0429487876481461,0.745054825030636,0.788003612678782,0.825755150217669,0.150048928998586,0.301058051212918,0.451106980211504,0.582998427815715,8.17565257038641,0.890792779445082,9.0664453498315,20.7008818703856,1.502216236327,22.2030981067126,93.5486508585446,1.81269629979333,95.3613471583379,17.2671374749238,2.88128889966886,20.1484263745926,0.583739394988746,0.766433794765961,1.35017318975471,1.45934848747186,-0.79957799335089,0.659770494120974,1.64830703440063,1.12123514575059,2.76954218015122,1.1841926704739e-05,1.63027677473146e-06,1.34722034794704e-05
"11","Birmingham-Hoover-Talladega, AL CSA",22.1400344466949,-2.68164589993349,19.4583885467615,1.63177547766566,0.659595280541632,2.30265214826883,3.89566492988952,-0.125358662923114,0.329978063980949,0.204619401057835,0.0806745888757436,0.258036977338359,-0.0539508360747922,0.204086141263567,0.459212862835678,5.59639287569688,-0.563097465451285,5.0332954102456,23.2065546907005,-0.0170297954250636,23.1895248952755,71.690400251561,0.129661796008776,71.8200620475698,14.0072040835982,2.00119095555835,16.0083950391565,30.3994141138143,-0.857254734200318,29.542159379614,1.30346539856024,0.0596147168975303,1.36308011545777,1.53263703902955,-0.0908834103885339,1.44175362864102,7.42248280205597e-05,8.46689960246121e-07,7.50715179808059e-05
"12","Bloomington-Bedford, IN CSA",24.7759835802072,-2.50863887408443,22.2673447061228,1.07480558501237,0.356120388546831,1.43856251344954,2.48547449967721,3.97326205774666,-0.323188060236737,3.65007399750992,7.54022880499894,1.32825958645444,-0.363707917399493,0.964551669054946,2.26502854189669,2.93134752519538,-0.129538894997528,2.80180863019785,25.4388468674183,0.578791598143418,26.0176384655617,95.5189456342669,-4.19435824535448,91.3245873889124,12.6429997312757,2.11851574484768,14.7615154761234,2.05143022247905,0.219540270897283,2.27097049337634,2.73173806834598,-0.364811075249522,2.36692699309646,1.51833625955142,0.150314033183697,1.66865029273512,6.54687207209369e-05,1.39863980387831e-06,6.68673605248153e-05
"13","Bloomington-Pontiac, IL CSA",20.4230881460386,-1.10827571944436,19.3148124265942,1.53428160460284,-0.534480829911384,1.00342122830441,2.50542389853138,1.3768651463964,-1.91571823544966,-0.538853089053266,0.855039612382042,0.515994510135135,-0.222074643378808,0.293919866756327,0.816295629945981,4.71237337192475,0.746546392299962,5.45891976422471,22.9688809813012,-1.74983815833041,21.2190428229708,88.4164029535865,-1.42830682421612,86.9880961293704,12.1323028060899,2.01020443060571,14.1425072366956,8.26206869183912,1.04883006423634,9.31089875607546,4.24413182801246,0.264064893299015,4.50819672131148,1.50800690975302,-0.582230247615447,0.925776662137577,3.3434594476575e-05,-4.08431292500039e-07,3.3026163184075e-05
"14","Bloomsburg-Berwick-Sunbury, PA CSA",20.8415395128618,-1.72218211694489,19.1193573959169,1.36536467334946,-0.184325318241823,1.18328105475225,2.52637305655437,0.64554877311737,0.140047981943282,0.785596755060651,1.43955917805074,0.198310769974616,-0.0184615372037901,0.179849232770826,0.38074465235526,4.61446077051549,0.525410484352188,5.13987125486768,20.6431970884658,0.456028289623418,21.0992253780893,93.6887921653972,-2.4010390953673,91.2877530700299,17.2893648365346,2.13748790464601,19.4268527411807,1.68642543562767,0.355086646995411,2.04151208262308,0.889628096776065,0.277523211756974,1.16715130853304,1.04749353248401,0.0799507314475563,1.12744426393157,5.95516621701869e-05,-7.66170680797687e-07,5.87854914893892e-05
"15","Boise City-Mountain Home-Ontario, ID-OR CSA",22.9607428288329,-2.27850022501728,20.6822426038156,4.79777449434787,4.99817355998322,9.84203110255051,14.228511964011,0.692139167375626,0.688240756255401,1.38037992363103,2.0097098054879,0.426626853720787,0.0304241309738196,0.457050984694606,0.844962896206704,13.7876837612628,1.14416375345374,14.9318475147165,22.0867649183644,0.165996090899238,22.2527610092636,92.6822027608728,-3.75995718897246,88.9222455719003,12.2148345133125,2.09216863902878,14.3070031523413,0.94341560615865,0.477016379865332,1.42043198602398,1.76049466407831,-0.319217764213304,1.441276899865,2.7636212809592,-0.18698622147584,2.57663505948336,1.10503785406024e-05,1.10286576381713e-06,1.21532443044195e-05
"16","Boston-Worcester-Providence, MA-RI-NH-CT CSA",25.2238436950532,-1.77638002448441,23.4474636705688,1.00350043888212,0.151617690031997,1.15307454025647,2.12928712350841,-0.161524229071588,-0.12415054619451,-0.285674775266098,-0.442796509248431,0.808870366000412,0.0708290685071667,0.879699434507578,1.66652327637579,9.67441701291344,2.24639306060802,11.9208100735215,22.4234538494037,1.79845470243007,24.2219085518338,85.5655022234218,-3.0372339604297,82.5282682629921,14.2785562505387,1.81740686266902,16.0959631132077,7.98857162449995,0.645913009877833,8.63448463437778,5.51230536676088,0.489633739004166,6.00193910576504,1.72030315128096,0.213809966636488,1.93411311791745,0.000318554550435124,8.92578517564191e-06,0.000327480335610766
